Ad ID,Date,Ad name,Ad entity status,Spend in account currency,Ad group name,Ad group,Campaign ID,Campaign name,Earned impressions,Earned saves,Impressions,Paid impressions,Paid saves,Paid video played at 100%,Paid video played at 25%,Paid video played at 75%,Paid video played at 95%,Earned Pin clicks,Paid Pin clicks,Pin clicks,Organic pin ID
PP687202523395,2021-05-16,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,153,1,153,0,0,0,0,0,0,4,0,4,P336784878384620027
PP687202523395,2021-05-17,Awareness | Charcuterie Board,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,184,0,184,0,0,0,0,0,0,4,0,4,P336784878384620027
PP687202562673,2021-05-04,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-05,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-06,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,12,0,12,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-07,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,7,0,7,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-08,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,7,0,7,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-09,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,16,0,16,0,0,0,0,0,0,1,0,1,P336784878384630740
PP687202562673,2021-05-10,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-11,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,12,0,12,0,0,0,0,0,0,1,0,1,P336784878384630740
PP687202562673,2021-05-12,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,4,0,4,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-13,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,8,0,8,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-14,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,12,0,12,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-15,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,6,0,6,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-16,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,7,0,7,0,0,0,0,0,0,0,0,0,P336784878384630740
PP687202562673,2021-05-17,Awareness | Maple Bacon Bark,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,4,0,4,0,0,0,0,0,0,1,0,1,P336784878384630740
PP687202562674,2021-05-04,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687202562674,2021-05-06,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687202562674,2021-05-07,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687202562674,2021-05-08,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,2,0,2,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687202562674,2021-05-10,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687202562674,2021-05-11,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,3,0,3,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687202562674,2021-05-12,Awareness | Bacon Christmas Tree,ACTIVE,0,11.4.19_12.31.19__FJ 2019_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064336477,C626741039407,Farmer John_2019 BrandAwareness_Pinterest_Brand Awareness_11.4.19_12.31.19,1,0,1,0,0,0,0,0,0,0,0,0,P336784878384630758
PP687203758771,2021-05-06,Awareness | Breakfast Nachos,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843888
PP687203758771,2021-05-07,Awareness | Breakfast Nachos,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843888
PP687203758771,2021-05-09,Awareness | Breakfast Nachos,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843888
PP687203758771,2021-05-12,Awareness | Breakfast Nachos,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843888
PP687203758771,2021-05-15,Awareness | Breakfast Nachos,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843888
PP687203758771,2021-05-17,Awareness | Breakfast Nachos,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843888
PP687203758772,2021-05-04,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,5,0,5,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-05,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,4,0,4,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-06,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,4,0,4,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-07,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-08,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-09,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-10,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,3,0,3,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-11,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-13,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,5,0,5,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-14,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,3,0,3,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-15,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-16,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758772,2021-05-17,Awareness | Bento Box,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843907
PP687203758773,2021-05-04,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,3,0,3,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-05,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-06,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-07,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-08,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-09,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-10,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,4,0,4,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-11,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-12,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-13,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,7,0,7,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-15,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-16,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758773,2021-05-17,Awareness | Ham Hasselback Potatoes,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,4,0,4,0,0,0,0,0,0,0,0,0,P336784878385843917
PP687203758774,2021-05-05,Awareness | Superbowl Sunday,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843925
PP687203758774,2021-05-06,Awareness | Superbowl Sunday,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843925
PP687203758774,2021-05-10,Awareness | Superbowl Sunday,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878385843925
PP687203758774,2021-05-17,Awareness | Superbowl Sunday,ACTIVE,0,1.6.20_2.2.20__FJ 2020_DMA_Awareness_Both_25-54_All_HomepageSearchandBrowse,AG2680064891137,C626741433392,Farmer John_2020_January/February_Balanced_Pinterest_Brand Awareness_1.6.20_2.2.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878385843925
PP687206526980,2021-05-08,Awareness | Bacon Salad,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878387903315
PP687206526981,2021-05-06,Awareness | BLT Hot Dogs,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878387903774
PP687206526981,2021-05-09,Awareness | BLT Hot Dogs,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878387903774
PP687206526981,2021-05-10,Awareness | BLT Hot Dogs,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878387903774
PP687206526981,2021-05-17,Awareness | BLT Hot Dogs,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878387903774
PP687206526982,2021-05-04,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,5,0,5,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-05,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,6,0,6,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-06,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,10,0,10,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-07,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,2,0,2,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-08,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,5,0,5,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-09,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,4,0,4,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-10,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,5,0,5,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-11,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,3,0,3,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-12,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,7,0,7,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-13,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,1,0,1,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-14,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,6,0,6,0,0,0,0,0,0,0,0,0,P336784878387903782
PP687206526982,2021-05-15,Awareness | Bacon Potato Tart,ACTIVE,0,6.10.20_6.30.20_FamilyTimeBridge_BrandAwareness_DMAs_Both_25-54_HomepageSearchandBrowse,AG2680065905581,C626742162700,Farmer John_2020_June_FamilyTimeBridge_Pinterest_BrandAwareness_6.10.20_6.30.20,13,0,13,0,0,0,0,0,0,0,0,0,P336784878387903782
